occurrenceID,measurementType,measurementUnit,measurementValue,measurementTypeID,measurementUnitID,measurementValueID
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1382,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,sampleAccessionNumber,,SAMEA10020986,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,NCBIID,,10205,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,NCBIScientificName,,Bryozoa,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,NCBITaxonRank,,phylum,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1366,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1364,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
